dataset, dim, speedUpDegree, technode, cellBit, Accuracy, ChipArea_um^2, Energy_Efficiency_TOPS/W, Throughput_TOPS, Throughput_FPS, Compute_Efficiency_TOPS/mm^2
FordA, 4096, 1, 22, 2, 90.0, 12322600.0, 0.544944, 0.00950103, 579897.0, 0.000771023
FordA, 4096, 1, 32, 2, 90.0, 22895800.0, 0.323328, 0.00646766, 394755.0, 0.000282482
