dataset, dim, speedUpDegree, technode, cellBit, Accuracy, ChipArea_um^2, Energy_Efficiency_TOPS/W, Throughput_TOPS, Throughput_FPS, Compute_Efficiency_TOPS/mm^2
FordB, 2048, 1, 22, 1, 64.1975326538086, 19029000.0, 0.775468, 0.0114058, 1392310.0, 0.000599389
FordB, 2048, 1, 32, 1, 64.1975326538086, 42294500.0, 0.470079, 0.00755219, 921899.0, 0.000178562
