dataset, dim, speedUpDegree, technode, cellBit, Accuracy, ChipArea_um^2, Energy_Efficiency_TOPS/W, Throughput_TOPS, Throughput_FPS, Compute_Efficiency_TOPS/mm^2
FordA, 8192, 1, 22, 2, 89.54545593261719, 23049700.0, 0.539634, 0.0190055, 580001.0, 0.000824542
FordA, 8192, 1, 32, 2, 89.54545593261719, 42502000.0, 0.320037, 0.0129376, 394825.0, 0.000304401
