  -0.02027,   0.01838,  -0.00948
   0.00220,   0.02467,  -0.02027
  -0.02656,   0.02108,  -0.00049
  -0.02296,   0.04894,  -0.03105
   0.01748,  -0.00049,  -0.01487
  -0.02116,   0.01479,  -0.00319
  -0.00409,   0.03815,  -0.02566
  -0.03195,   0.03096,  -0.00319
  -0.02476,   0.02737,  -0.01757
   0.00580,   0.01568,  -0.01667
  -0.02386,   0.01748,  -0.00049
  -0.01397,   0.04894,  -0.03015
   0.02647,  -0.01487,  -0.01397
  -0.02027,   0.01568,  -0.00678
  -0.00139,   0.03096,  -0.02206
  -0.02746,   0.03006,  -0.00589
  -0.00858,   0.02827,  -0.02925
   0.02467,  -0.01038,  -0.01577
  -0.01667,   0.01748,  -0.00589
   0.00490,   0.02108,  -0.02027
  -0.02476,   0.01928,   0.00580
  -0.01487,   0.01658,  -0.01128
   0.01479,   0.00220,  -0.01487
  -0.02296,   0.02467,  -0.00589
  -0.00139,   0.02917,  -0.02656
   0.02827,  -0.00948,  -0.01937
  -0.01667,   0.01479,  -0.00499
   0.00939,   0.01479,  -0.01937
  -0.03105,   0.03276,  -0.00409
  -0.01128,   0.02198,  -0.02296
  -0.00139,   0.00849,  -0.00589
  -0.00948,   0.00400,   0.00310
   0.01838,  -0.00409,  -0.01397
   0.01299,  -0.00678,  -0.00858
  -0.02116,   0.02647,  -0.00589
   0.00760,   0.01568,  -0.01757
  -0.00229,   0.00220,  -0.00139
  -0.00768,   0.04534,  -0.04004
  -0.00049,   0.00041,  -0.00139
  -0.01667,   0.01209,   0.00310
   0.02198,   0.00041,  -0.01937
  -0.00229,   0.00490,  -0.00049
  -0.01308,   0.02647,  -0.01487
   0.00041,   0.01299,  -0.00948
  -0.00589,   0.00220,   0.00130
  -0.02296,   0.01568,   0.00939
   0.01748,  -0.00589,  -0.01577
  -0.01218,   0.02557,  -0.01397
   0.00310,  -0.00589,   0.00220
  -0.00409,   0.00310,   0.00130
  -0.04184,   0.04355,  -0.01577
  -0.00319,   0.01299,  -0.00678
  -0.01667,   0.02018,  -0.00409
  -0.01038,   0.00130,   0.00849
  -0.00409,  -0.00409,   0.01119
  -0.01308,   0.02827,  -0.01667
   0.00670,  -0.00409,  -0.00229
  -0.01218,   0.00400,   0.00670
  -0.03734,   0.03995,   0.00490
   0.00310,  -0.00229,  -0.00319
  -0.01038,   0.00400,   0.00580
  -0.00589,   0.00130,   0.00400
   0.00670,   0.00580,  -0.01218
  -0.01218,   0.00310,   0.00760
  -0.00319,   0.01029,  -0.00768
   0.00580,  -0.00229,  -0.00589
  -0.02835,   0.00130,   0.02467
  -0.02656,   0.00670,   0.03096
  -0.01218,   0.00580,   0.00580
  -0.00589,   0.01119,  -0.00409
   0.01748,   0.00310,  -0.01937
  -0.06880,   0.01389,   0.07410
   0.00760,   0.00400,  -0.01397
  -0.00589,   0.00041,   0.00400
  -0.01128,  -0.00229,   0.01209
   0.01838,   0.00130,  -0.02027
  -0.02386,   0.01658,   0.00400
   0.00310,   0.00130,  -0.00499
  -0.02476,   0.01568,   0.00849
  -0.03015,   0.03366,   0.00400
   0.01119,   0.01299,  -0.02296
  -0.01577,   0.01209,   0.00130
  -0.01128,   0.01209,   0.00130
  -0.01128,   0.00130,   0.00760
  -0.03285,   0.02377,   0.00760
   0.01479,  -0.00229,  -0.01308
  -0.01937,   0.01389,   0.00310
  -0.02206,   0.02467,   0.00220
  -0.01937,   0.00041,   0.03366
  -0.02027,   0.01389,   0.00310
   0.02108,   0.00310,  -0.02206
   0.00041,  -0.00049,   0.00130
  -0.02925,   0.03815,  -0.01847
  -0.00678,  -0.00319,   0.00760
  -0.02206,   0.00760,   0.01389
  -0.00139,   0.01119,  -0.00768
   0.00939,  -0.00499,  -0.00319
  -0.02925,   0.03276,  -0.00589
   0.01029,   0.01029,  -0.01937
  -0.00768,   0.00041,   0.00670
  -0.05172,   0.06242,  -0.01757
  -0.02027,   0.00490,   0.02377
  -0.03285,   0.02287,   0.01209
   0.01568,  -0.00049,  -0.01397
   0.00400,  -0.00139,  -0.00049
  -0.00589,   0.02827,  -0.03105
   0.01748,  -0.00139,  -0.01487
  -0.01038,   0.01748,  -0.01308
  -0.00229,   0.02557,  -0.01757
  -0.01667,   0.00939,   0.00670
  -0.01038,   0.01928,  -0.01847
   0.00849,   0.00760,  -0.01308
  -0.01847,   0.02287,  -0.00858
  -0.00499,   0.03366,  -0.02656
   0.02377,  -0.00409,  -0.01847
  -0.00948,   0.01748,  -0.01397
   0.00041,   0.01838,  -0.01487
  -0.02656,   0.03006,  -0.00499
  -0.00768,   0.02557,  -0.02925
   0.01389,   0.00220,  -0.01397
   0.00041,   0.00220,  -0.00409
   0.02467,  -0.00948,  -0.01487
   0.00490,  -0.00319,  -0.00139
  -0.02566,   0.03006,  -0.00409
   0.01568,   0.01568,  -0.02386
   0.00041,   0.00580,  -0.00409
   0.01748,   0.00400,  -0.01937
   0.00041,  -0.00499,   0.00310
  -0.00768,   0.00310,   0.00220
   0.03006,  -0.00499,  -0.02386
  -0.00858,  -0.00229,   0.01479
  -0.01847,   0.03006,  -0.01397
   0.00220,   0.00490,  -0.00589
   0.00310,   0.00490,  -0.00768
   0.01928,  -0.00858,  -0.01128
   0.00760,  -0.00589,  -0.00319
   0.01029,   0.00310,  -0.01218
  -0.00409,   0.01389,  -0.00499
  -0.00319,  -0.00139,   0.00220
   0.02018,   0.00670,  -0.01847
   0.01029,   0.01209,  -0.01667
   0.00041,   0.00760,  -0.00858
  -0.00589,   0.01658,  -0.00589
